,fullname
492552,C. A. Buzio
492553,J. L. Michael
492554,Timothy A. Strebe
492555,Jennifer G. Hargett
492556, José Luis González-Andújar 
492557, Antonio Martínez-Cob 
492558,Yusako Sako
492559,Tim Daoust
492560,Kikuo Fujimura
492561,Bradley N. Johnson
492562,Tami L. Stubbs
492563,Hans J. Santel
492564,B. E. Valverde
492565,A. Merayo
492566,J. F. Fonseca
492567,Yong-In Kuk
492568,Carri B. Benefield
492569,Alison Tschohl
492570,Zewdu Kebede
492571,Thomas Loughin
492572,Youlin Wang
492573,Satish  Deshpande
492574,Marco Mazzoncini
492575,Jian Zhong Huang
492576,Matthijs Tollenaar
492577,Hamid Rahimian
492578,L. Kelly Vaughan
492579,Ann M. Prazak-Havey
492580,Concetta A. Bormans
492581,Clay Sneller
492582,Anita L. Alexander
492583,Sergio Miele
492584,Russell L. Wrobel
492585,David  Buschena
492586,Hong-gang Zheng
492587,Tyler B. Fredenburg
492588,Jason E. Webb
492589,Josette L. Hackett
492590,Erica K. Miller
492591,Graeme Cavan
492592,John Cussans
492593,Stephen Moss
492594,David E. Stolenberg
492595,R. Harikrishnan
492596,X. B. Yang
492597,John Boyer Jr.
492598,Elizabeth J. Stamm Katovich
492599,Luke C. Skinner
492600,Eric V. Hoeft
492601,Chris C. O'Donnell
492602,Marcus L. Steele
492603,Janet L. Marth
492604,Fredrick T. Corbin
492605,Todd A. Pester
492606,Lesli K. Blair-Kerth
492607,John R. Gannaway
492608,Mel J. Oliver
492609,Shane Mansfield
492610,Edmund Ogbuchiekwe
492611,Ray C. Doram
492612,A. Lyle Boswell
492613,Michael S. Cox
492614,Melinda J. Abshire
492615,Milton C. Wardlaw III
492616,Lilliana Chaves
492617,Israel Garita
492618,Fernando  Ramírez
492619,Erick Vargas
492620, Jesús Carmiol 
492621,Charlie R. Riches
492622,John C. Caseley
492623,Heather J. Goudy
492624,Kenneth A. Bennett
492625,Zhining Wang
492626,Jennifer Hansen
492627,John L. Breen
492628,R. E. Plant
492629,Nafisa E. Ahmed
492630,Yukihiro Sugimoto
492631,Abdel Gabar T. Babiker
492632,Omayma E. Mohamed
492633,Yongqing Ma
492634,Hiromitsu Nakajima
492635,Thomas M. DeSutter
492636,Steven G. Martin
492637,Andreas Oswald
492638, Jürgen Kroschel 
492639,John A. Studens
492640,Samuel J. Woods
492641,Do-Soon Kim
492642,Keith Topinka
492643,John Huffman
492644,Lesley  Davis
492645,Ronald Collins
492646,Jeff Rutledge
492647,Clay H. Sneller
492648,P. C. Wilson
492649,S. J. Klaine
492650,James Deane
492651,Lorraine A. MacKersie
492652,Gary Tuxhorn
492653,Norbert M. Satchivi
492654,Jane Cooper
492655,Marcos  Kogan
492656,Michael P. Crotser
492657,W. W. Witt
492658,R. L. Haney
492659,Amanda B. Boose
492660,J. B. Kadir
492661,Scott Senseman
492662,Jason R. Maschhoff
492663,Jodie L. Woolcock
492664,Harvey J. Gold
492665,Patricia C. Apel-Birkhold
492666,Anne Vanasse
492667,Nathalie Colbach
492668,Fuhan Liu
492669,Jimmy R. Summerlin Jr.
492670,R. Ghorbani
492671,W. Seel
492672,A. Litterick
492673,Francisco Skora Neto
492674,Joey N. Shaw
492675,James Adams Jr.
492676,Ohyun Kwon
492677,Chad L. Brommer
492678,K. Moody
492679,R. P. Robles
492680,E. C. Paller Jr.
492681,J. S. Lales
492682,Grzegorz Gadamski
492683,Dorota Ciarka
492684,Erivelton S. Roman
492685,Tammy L. Jones
492686,Richard B. Ferguson
492687,Jeremy T. Dirks
492688,Andrea C. Grundy
492689,Chris P. A. Teo-Sherrell
492690,Thomas B. Moorman
492691,Kerri Skinner
492692,Peter  Rice
492693, Gualbert Gbèhounou 
492694,Rex Millhollon
492695,Jeremy R. Snyder
492696,Sara Balter
492697,Phillip Stahlman
492698,Bonnie S. Sheldon
492699,David S. Belles
492700,Carin Jansen
492701,Burkhard  Schmidt
492702,Michelle J. du Croix Sissons
492703,Doug A. Derksen
492704,Falba E. LaMastus
492705, Jacinto González-Gutiérrez 
492706, Julio Menéndez 
492707, Rosa Giménez-Espinosa 
492708,Al S. Hamill
492709,Francois  Tardif
492710,K. Paul Beckett
492711,Sara  Ohadi
492712,Hamid R. Mashhadi
492713,Reza  Tavakol-Afshari
492714,J. M. Stachler
492715,M. M. Loux
492716,Hesham A. Agrama
492717,Maria L. B. Trindade
492718,Edivaldo D. Velini
492719,Suphannika  Intanon
492720,Jordi  Izquierdo
492721,José L. González-Andújar
492722,Fernando  Bastida
492723,Juan A. Lezaún
492724,María J Sánchez del Arco
492725,Jingjing  Wang
492726,Gregory  MacDonald
492727,Paolo P. Sanguankeo
492728,Julian  Malone
492729,Andy  Mauromoustakos
492730,Samir A. M. Abdelgaleil
492731,Neama  Abdel-Razeek
492732,Salah A. Soliman
492733,Ryan L. Nielson
492734,Vanelle F. Peterson
492735,Charles A. Rice
492736,Clinton C. Shock
492737,H. F. Abouziena
492738,R. A. Elmergawi
492739,A. A. Omar
492740,Mariléia J. Frigo
492741,Claudete A. Mangolin
492742,Rubem S. Oliveira Jr.
492743,Jerry  Ivany
492744,Cassandra R. Mayhew
492745,Francis H. D'Emden
492746,Marites A. Sales
492747,Melissa  Jia
492748,P. D. Brown
492749,M. K. Upadhyaya
492750,Christos A. Dordas
492751,Grigorios C. Diamantidis
492752,L. M. Sosnoskie
492753,D.  Dales
492754,G. C. Rains
492755,T. L. Grey
492756,A. S. Culpepper
492757,Jennifer L. Muir
492758,Giorgio  Casari
492759,Stephen R. Canner
492760,L. J. Wiles
492761,Robert H. Erskine
492762,Gale H. Dunn
492763,James C. Ascough II
492764,Michael G. Duff
492765,Kurt  Spokas
492766,Margaret A. Pagano
492767,John L. Andreassi II
492768,Steven A. Gutteridge
492769,Melinda Y. Markham
492770,Jianying  Shen
492771,Mingquan  Shen
492772,Zhengming  Li
492773,Claudel  Lemieux
492774,Fabiane P. Lamego
492775,Dirk  Charlson
492776,Ribas A. Vidal
492777,R. M. Geng
492778,Scott  White
492779,J.  Izquierdo
492780,J. M. Bianco-Moreno
492781,L.  Chamorro
492782,J.  Recasens
492783,Alireza  Taab
492784,Shouhui  Wei
492785,Chaoxian  Zhang
492786,Xiangju  Li
492787,Hailan  Cui
492788,Hongjuan  Huang
492789,Biaofeng  Sui
492790,Qinghui  Meng
492791,Hongjun  Zhang
492792,Fabio C. Chaves
492793,Kate A. Thinglum
492794,George  Gong
492795,Chris L. Wright
492796,Wenping  Xu
492797,Liming  Tao
492798,Xuebin  Gu
492799,Xiaoxia  Shen
492800,Bryan N. Wilfong
492801,Mary C. Henry
492802,Michael D. Netherland
492803,Maria L. Zapiola
492804,Helle H. Nielsen
492805,Hanne  Gundersen
492806,Rong-Fang  Chen
492807,Xin-Ming  Xie
492808,You-Zhi  Jian
492809,Xiao-Na  Wen
492810,Fredric W. Pollnac
492811,C. Owen Gwathmey
492812,Jun  Nie
492813,Li C. Yin
492814,Yu L. Liao
492815,Sheng X. Zheng
492816,Jian  Xie
492817,S. J. Parka
492818,J. B. Tepe
492819,A. R. Mazur
492820,J. A. Jagschitz
492821,Walter L. Rieck
492822,L. V. Hill
492823,David L. Coffey
492824,Z. A. Barker
492825,T. H. Harris
492826,W. L. Mathews
492827,W. J. Pitner
492828,J. P. Rogers
492829,D. A. Durham
492830,P. J. Torell
492831,George H. L. Liang
492832,Jaakko Mukula
492833,B. E. Hummer
492834,Carol  Loeppky
492835,H. R. Gardner
492836,R. D. Gruenhagen
492837,E. H. Shokraii
492838,Robert W. Neidermyer
492839,B. R. Somerhalder
492840,S. A. Weeks
492841,M. L. Ketchersid
492842,D. M. Weatherspoon
492843,F. N. Anderson
492844,B. V. Tucker
492845,D. E. Pack
492846,J. N. Ospenson
492847,A. Omid
492848,W. D. Thomas Jr.
492849,S. B. Weed
492850,W. H. Peltier
492851,R. Owen Asplund
492852,L. P. Stoltz
492853,W. T. Smith Jr.
492854,A. A. Akhavein
492855,Joseph P. McCraren
492856,Lafayette Eller
492857,R. R. Smith
492858,Chuma S. O. Agbakoba
492859,M. M. Sckerl
492860,J. L. McDaniel
492861,Willie Hamilton Jr.
492862,C. H. Slater
492863,H. R. Hurst
492864,R. L. Stickler
492865,T. D. Hinesly
492866,J. J. Linscott
492867,T. W. Holmsen
492868,Henry Kuratle
492869,J. V. Drew
492870,Frank A. Norris
492871,J. R. McCalmont
492872,M. H. Byrom
492873,Merrill Wilcox
492874,S. J. Toth
492875,Johnes W. K. Olumbe
492876,L. A. Knuth
492877,R.  Frank
492878,R. H. Sedgley
492879,Yih-fen Wu
492880,Steven R. Eskelsen
492881,Kufimfutu B. Bakelana
492882,Heidi S. Jochem
492883,Denise Sparrow
492884,Ujjana B. Nandihalli
492885,Leo C. Schleicher
492886,Duane R. Tupy
492887,R. Terry Jones
492888,Fiona M. McAlister
492889,Robert G. Morrison
492890,Judith A. Hume
492891,J. Dwayne Beaty
492892,Anita Dieleman
492893,Tae-Jin  Kwon
492894,Thomas F. Hubbard Jr.
492895,Claudio M. Dunan
492896,Frank D. Moore III
492897,Brett H. Bussler
492898,Chae S. Kwon
492899,Dwight G. Mosier
492900,Elaine T. Champagne
492901, István Jablonkai 
492902,Ferenc Dutka
492903,Edward L. McCoy
492904,J. Clark Ouzts
492905,Daniel R. Shelton
492906,Jeffrey S. Karns
492907,Cathleen J. Hapeman
492908,Rafael Caballero
492909,Carmen Barro
492910,Carmen Alzueta
492911,Mercedes Arauzo
492912,Pedro J. Hernaiz
492913,Sarah L. Taylor
492914,Cheryl A. Wilen
492915,Curtis Bensch
492916,John L. Caddel
492917,Diana R. Horton
492918,Leticia S. Sonon
492919,Steve Albee
492920,Karen M. Flint
492921,Paul Zambino
492922,Les Szabo
492923,Todd L. Mervosh
492924,Timothy R. Ellsworth
492925,Donald J. Rydrych
492926,R. S. Panwar
492927,R. S. Balyan
492928,J. D. Gaynor
492929,J. B. Wyrill III
492930,J. F. da Silva
492931,Chu-Huang Wu
492932,G. B. Beestman
492933,K. Hawxby
492934,Omosuyi Fadayomi
492935,Francisco Solano
492936,Tomas Pollak
492937,David L. Doran
492938,C. F. Strieker
492939,G. T. Graf
492940,W. J. Ethredge
492941,G. W. Harrison
492942,J. V. Baird
492943,T. E. Hines
492944,Jaime Costa
492945,E. F. Alder
492946,L. I. Okafor
492947,P. C. Passof
492948,D. Nangju
492949,R. E. Witters
492950,V. E. Berkheiser
492951,J. L. Ahlrichs
492952,M. B. Parker
492953,J. O. Evans
492954,M. Betts
492955,D. M. Maddox
492956,L. L. Gingerich
492957,D. K. McBeath
492958,W. C. Johnson
492959,L. K. Binning
492960,J. B. Carlton
492961,J. L. Crayton
492962,M. C. Harris
492963,J. S. Claus
492964,G. H. Thiele
492965,S. C. Phatak
492966,D. C. Erbach
492967,C. W. Bockhop
492968,O. T. Devilliers
492969,S. L. Duffy
492970,Abdollah  Bassiri
492971,J. J. Murray
492972,M. S. Sharom
492973,D. K. Prince
492974,R. A. Damon Jr.
492975,Tom McCutchen
492976,Joseph R. Overton
492977,M. A. Cole
492978,H. D. Scott
492979,P. H. Dunn
492980,D. E. Robinson
492981,D. W. Greene
492982,A. J. Turgeon
492983,A. O. Akinsorotan
492984,Hidejiro Shibayama
492985,Hugo A. Cordo
492986,K. J. Kirkland
492987,D. H. Bowman
492988,W. L. Hawthorne
492989,J. V. Pettiet
492990,C. H. Miller
492991,J. S. Mullins
492992,V. J. Masteller
492993,J. F. Da Silva
492994,R. O. Fadayomi
492995,James R. Zaremba
492996,Nagi R. Achhireddy
492997,Ralph C. Kirkwood
492998,William W. Fletcher
492999,C. John Peter
493000,Carmen Homrighausen
493001,Herbert  Böhme
493002,Frederick W. Plapp
493003,Dennis Yee
493004,Pearl Weinberger
493005,Shahamat U. Khan
493006,Mark A. Wrucke
493007,James M. Naylor
493008,Kent E. M. Groves
493009,R. K. Foster
493010,Doug W. Rushing
493011,James R. Campbell
493012,Judith L. Carpenter
493013, M. J. Cañal Villanueva 
493014, B. Fernandez Muñiz 
493015,R. Sanchez Tames
493016,Genevieve  Défago
493017,Heinz Kern
493018,Ludmila Sedlar
493019,Madan M. Joshi
493020,James A. Romesser
493021,Sylvie Raynaud
493022,Camille Coste
493023,Bob Cartwright
493024,Gregg A. Regimbal
493025,Yong-Zheng Chen
493026,Michele R. Warmund
493027,Paul Hendley
493028,John W. Dicks
493029,Susan M. Slyfield
493030,O. John Tummon
493031,John C. Barrett
493032,Richard A. Klerk
493033,David O. TeBeest
493034,Phil J. Petersen
493035,F. Michael Godley
493036,D. L. Nofziger
493037,Ron Henzell
493038,Peter  Diggle
493039,Carl Rimbey
493040,Sandra P. King
493041,Edward P. Dunigan
493042,A. Wahid. M. Jadi
493043,R. M. Menges
493044,E. Ann de St. Remy
493045,P. Ashely O'Sullivan
493046,Don A. Dew
493047,Arvind K. Sharma
493048,Patricia A. Robson
493049,Shi-Jean Susana Sung
493050,John A. Grande
493051,Russell B. Reed
493052,E. Ann De St. Remy
493053,Alan K. W. Tong
493054,Kenneth A. Hibberd
493055,Kausalya Thirunarayanan
493056,Elana Avidov
493057,Karl-Olof Widell
493058,Bobby T. Cross
493059,Harold T. Wiedemann
493060,John R. Hall III
493061,Mario R. Pareja
493062,Neal A. Jorgensen
493063,Gilda P. Pareja
493064,Stephen P. Dillon
493065,Ronald B. Wiley
493066,Earl G. Ruppel
493067,Joseph DeFrank
493068,Mike Patterson
493069,Harry L. Carlson
493070,Emily S. Nussbaum
493071,Donald E. Crutchfield
493072,Dwane Lavake
493073,G. C. Turnbull
493074,Barbara J. Hook
493075,Thomas Wiepke
493076,C. Steven Williams
493077,Dennis R. Pettygrove
493078,Denny V. Naylor
493079,Amadou Diarra
493080,Grant K. Joo
493081,Tony Driver
493082,Steven A. Dowhower
493083,James R. Frasure
493084,Khalid H. Akkari
493085,A. J. Cornelius
493086,Ezzaldin O. Abusteit
493087,Donald P. Schmitt
493088,Joe W. Burton
493089,Robert W. Allard
493090,James  Naylor
493091,Mark A. Waldecker
493092,Raymond H. Hoefer
493093,Lucinda A. Jackson
493094,Kimberly T. Winton
493095,Laura S. Quakenbush
493096,Duane G. Flom
493097,Tanaquil C. Campbell
493098,Gary A. Lee
493099,Nancy Y. Parker
493100,Janet M. Grabowski
493101,Monte D. Anderson
493102,Donald M. Maddox
493103,Aubrey Mayfield
493104,Noah H. Poritz
493105,Craig G. Davidson
493106,Gail Ezra
493107,Donald L. Kambitsch
493108,Steven R. Gylling
493109,William J. Varano
493110,Timothy E. Adcock
493111,R. L. Ratliff
493112,B. F. Carver
493113,T. F. Peeper
493114,Renan Aguero-Alvarado
493115,Gordon E. Riddle
493116,Gregory J. Boland
493117,Daniel W. Kidder
493118,G. K. Stahnke
493119,D. R. Tupy
493120,R. N. Stougaard
493121,Alfred Soeldner
493122,Joanna Hubbard
493123,Laura D. Boldt
493124,D. O. Te Beest
493125,Deborah R. Orcutt
493126,Ronald F. Vesonder
493127,J. David Moore
493128,Karrie L. Pennington
493129,Sidney S. Harper
493130,Jingzhu Lin
493131,Linford N. Falb
493132,Roberto Tuberosa
493133,Steve E. Hart
493134,William W. Kenworthy
493135,Amy B. Zins
493136,Paul R. Viger
493137,M. Ahmed Ahmedullah
493138,Gale M. Wright
493139,Mark A. Risley
493140,M. Glen Sampson
493141,Thomas C. Mester
493142,David N. Horton
493143,John E. Hammel
493144,William C. Steen
493145,Marshall A. Martin
493146,Jean Rosscup Riepe
493147,J. Robert Bahr
493148,John H. Schmidt
493149,Orville B. Hildebrand
493150,Brian J. Wienhold
493151,Steven G. Russell
493152, Maria J. Sánchez-Martín 
493153, Maria Sánchez-Camazano 
493154,Thomas H. Beckett
493155,J.  Storkey
493156,Ricarda  Niggeweg
493157,Nicole  Christiansen
493158,Ralf  Looser
493159,Aldo  Merotto Jr.
493160,Xian  Xu
493161,Gui Qi Wang
493162,Si Long Chen
493163,Cui Qin Fan
493164,Bing Hua Li
493165,Gauri  Nazre
493166,Josep Antoni Conesa
493167,William  Bridges Jr.
493168,Matthew J. R. Goddard
493169,Melissa J. Hills
493170,Keith C. Topinka
493171,Md. H. Rashid
493172,Md. N. Uddin
493173,Marleen M. Riemens
493174,Martin J. J. Kropff
493175,Reint Jan Renes
493176,Wijnand  Sukkel
493177,Rommie Y. van der Weide
493178,Daniel  Harmon
493179,G. T. Place
493180,S. C. Reberg-Horton
493181,Kico  Dhima
493182,Ioannis  Vasilakoglou
493183,Vassiliki  Garane
493184,Christos  Ritzoulis
493185,Vaia  Lianopoulou
493186,Eleni  Panou-Philotheou
493187,Melanie  Kaeser
493188,Kim  Steiner
493189,Bianca A. B. Martins
493190,Adam W. Thoms
493191,Shaioman  Chao
493192,Robyn  Wilson
493193,Elizabeth  Canales
493194,Susan M. Marles
493195,Thomas D. Warkentin
493196,Xuezheng  Chen
493197,Robert  Querns
493198,Joseph A. Scocas
493199,Matthew W. Fidelibus
493200,Marisa  Alcorta
493201,Sebataolo J. Rahlao
493202,Stella  Lovelli
493203,Michele  Perniola
493204,Alessandro  Ferrara
493205,Mariana  Amato
493206,Teodoro  Di Tommaso
493207,Joshua S. Yuan
493208,Laura L. G. Abercrombie
493209,Murali R. Rao
493210,Thomas J. Larosa
493211,Xinwang  Wang
493212,Denita H. Johnson
493213,Timothy A. Rinehart
493214,Shahab  Pathan
493215,Saima  Hashim
493216,Mayumi  Hachinohe
493217,Karen J. Kennedy
493218,Luis Rodrigo M. Barberis
493219,Rita  Seidel
493220,Akihiro  Furubayashi
493221,Amanda M. West
493222,Maria Luz Zapiola
493223,Carol Ann Mallory-Smith
493224,K.  Steenwerth
493225,K.  Baumgartner
493226,K.  Belina
493227,L.  Veilleux
493228,Nyambilila  Amuri
493229,Dick  Oliver
493230,Jason  Kelley
493231,Qin  Ren
493232,Ling-zhen  Cao
493233,Jian-wei  Su
493234,Ming-hui  Xie
493235,Qing-wen  Zhang
493236,Xiao-xia  Liu
493237,Sirithon  Siriamornpun
493238,Maitree  Suttajit
493239,John V. Wiersma
493240,Vicki W. McCusker
493241,Joseph P. Zublena
493242,John T. McGregor Jr.
493243,Gary L. Willingham
493244,Linda L. Graham
493245,Elizabeth J. Stamm-Katovich
493246,W. Eugene Thilsted
493247,Judith M. Bradow
493248,Alfred E. Brown
493249,Claudia T. Highfill
493250,Scott G. Smith
493251,Suzanne S. Figliola
493252,W. H. Ridings
493253,Veronica  Taylor
493254,K. A. Renner
493255,Floyd E. Fulgham
493256,Andrew R. Leys
493257,Curt J. Whitenack
493258,D.  Penner
493259,Philip J. McCall
493260,Van E. Banks
493261,Jack Handly
493262,Nick R. Gray
493263,John W. Russell
493264,Roland Kubiak
493265, Fritz Führ 
493266,Werner Mittelstaedt
493267,Manfred Hansper
493268,Wilhelm Steffens
493269,David H. Netzly
493270,Gebisa Ejeta
493271,Richard M. Gorrell
493272,Samuel W. Bingham
493273,George E. Carter Jr.
493274,Lester D. Grafstrom Jr.
493275,Richard Mohan
493276,Elhassanein Elslirbini Hassanein
493277,Ann F. Tanaka
493278,B. B. Petersen
493279,Timothy S. Griffin
493280,Gabe L. Sciumbato
493281,Esther K. Peregrine
493282,J. Mike Chandler
493283,Randy M. Huckaba
493284,John W. Van Duyn
493285,David S. Preest
493286,Sarbesh K. Dubey
493287,Harendra N. Pandey
493288,Wanda K. Schimming
493289,Tommy C. Daniel
493290,Rosario T. Lubigan
493291,Eduardo M. Castin
493292,Denis Lauzer
493293,J. J. Victor DeSouza
493294,Robert E. Ramsel
493295,Robert H. Littrell
493296,Kazimierz A. Adamczewski
493297,Grzegor A. Skrzypczak
493298,B. Clifford Gerwick III
493299,John Fortino Jr.
493300,Logan A. Norris
493301,Kathleen L. Stowers
493302,C. T. Young
493303,W. E. Tozer
493304,W. D. Foster
493305,D. T. Webb
493306,Philip C. Hamm
493307,Spencer L. Duffy
493308,Bernard A. Schneider
493309,Ronald A. Stanley
493310,D. E. Stallard
493311,K. S. McKinlay
493312,R. J. Ford
493313,J. W. Long
493314,R. Kent Romney
493315,J. LaMar Anderson
493316,Gerald D. Griffin
493317,John W. Long
493318,Barbara Wang
493319,C. R. Frey
493320,R. Tsay
493321,J. Stephen Hickey
493322,W. A. Krueger
493323,S. Tamez
493324,R. L. Bernard
493325,R. M. Hayes
493326,Ritchie S. Chetram
493327,Gordon W. Burt
493328,J. P. Valentine
493329, M. Lekić 
493330,I. M. Wedderspoon
493331,J. A. Best
493332,George W. McClure
493333,J. Deli
493334,E. D. Schall
493335,J. B. Beard
493336,D. P. Martin
493337,R. W. Frazee
493338,H. G. McCall
493339,O. C. Thompson
493340,O. V. Kovalev
493341,Katsuichiro Kobayashi
493342,Kozo Ishizuka
493343,Larry W. Hendrick
493344,M. D. Jellum
493345,Charles W. Hogue
493346,Hans Gysin
493347,A. W. Johnson
493348,P. R. Mezynski
493349,C. L. Mehltretter
493350,F. B. Weakley
493351,T. A. McGuire
493352,Imogene Riley
493353,E. R. Butts
493354,L. C. Standifer
493355,J. A. Andries
493356,J. Fortino Jr.
493357,W. E. Splittstoesser
493358,C. E. Long
493359,L. A. Andres
493360,T. E. Freeman
493361,T. G. Hargroder
493362,B. F. Hajek
493363,Donna  Sauer
493364,W. E. Robnett
493365,J. R. Diem
493366,David E. Radcliffe
493367,Elmer Rossman
493368, Alberto Muñoz-Rueda 
493369,Carmen Gonzalez-Murua
493370,C. C. Zhao
493371,Olufunmilayo O. Joseph
493372,Hans De Rutter
493373, André J. M. Uffing 
493374,Albertus Prins
493375,Carol L. Pinnel-Alison
493376,Jimmy C. Henning
493377,Forrest W. Nutter Jr.
493378,Ron E. Hampton
493379,Rosalind A. Ball
493380,John R. Britt
493381,John F. Dickson
493382,Henry G. Taber
493383, Léonie B. Nadeau 
493384,Hone L. Sun
493385,Hector P. Rainero
493386,W. R. A. S. Ratnayake
493387,Finlay S. Buchanan
493388,James R. Stansell
493389,Darrell J. Cox
493390,Girish Budhwar
493391,Teresa M. Crook
493392,Lauren Hergert
493393,Frances G. M. Perez
493394,Joseph M. Mayasich
493395,Moussa M. Diawara
493396,Craig W. Hubbs
493397,Ross L. Dickson
493398,Mitchell Andrews
493399,Roger J. Field
493400,Euan L. Dickson
493401,Richard S. Winder
493402,Jon  Lapham
493403,Donald S. H. Drennan
493404,James E. Struble
493405,Richard H. Bromilow
493406,Avis A. Evans
493407,Royal G. Fader
493408,Ronald D. Morse
493409,Jay G. Varshney
493410,Alexis Merydith
493411,Liane  Mende-Mueller
493412,Alpo Aapola
493413,Michael K. Hanafey
493414,Connie  Sauder
493415,Cecilia J. Baquireza
493416,O.  Cohen
493417,P.  Bar (Kutiel)
493418,Hai Lan Cui
493419,Chao Xian Zhang
493420,Hong Jun Zhang
493421,Xue  Liu
493422,Hong Juan Huang
493423,Shou Hui Wei
493424,Allan C. Kaastra
493425,Joey K. Ishida
493426,G.  Henry
493427,R.  Richardson
493428,F.  Yelverton
493429,Rachel E. Shuler
493430,Debanjan  Sanyal
493431,Patrick F. Byrne
493432,Hongfei  Lu
493433,Xinyi  Zhang
493434,Milt  McGiffen
493435,Steven  Poppe
493436,Alexis L. Knispel
493437,Stéphane M. McLachlan
493438,Kevin  Chandler
493439,Timothy D. Schwinghamer
493440,Jannie  Olsen
493441,Gregory T. Bettmann
493442,Chunwu  Zhu
493443,Zubing  Xie
493444,Mark  Elliott
493445,Ernest  Hiebert
493446,E. G. Smith
493447,R. J. Cathcart
493448,Hassan  Mojtahedi
493449,Jim M. Crosslin
493450,Treva  Anderson
493451,Hamid J. Farahani
